customer_id,order_id,amount,date,segment
C001,O1001,105.5,2026-08-17,SMB
C002,O1002,111.0,2026-08-17,Consumer
C003,O1003,116.5,2026-08-17,Enterprise
C004,O1004,122.0,2026-08-17,SMB
C005,O1005,127.5,2026-08-17,Consumer
C006,O1006,133.0,2026-08-17,Enterprise
C007,O1007,138.5,2026-08-17,SMB
C008,O1008,144.0,2026-08-17,Consumer
C009,O1009,149.5,2026-08-17,Enterprise
C010,O1010,155.0,2026-08-17,SMB
C011,O1011,160.5,2026-08-17,Consumer
C012,O1012,166.0,2026-08-17,Enterprise
C013,O1013,171.5,2026-08-17,SMB
C014,O1014,177.0,2026-08-17,Consumer
C015,O1015,182.5,2026-08-17,Enterprise
C016,O1016,188.0,2026-08-17,SMB
C017,O1017,193.5,2026-08-17,Consumer
C018,O1018,199.0,2026-08-17,Enterprise
C019,O1019,204.5,2026-08-17,SMB
C020,O1020,210.0,2026-08-17,Consumer
C021,O1021,215.5,2026-08-17,Enterprise
C022,O1022,221.0,2026-08-17,SMB
C023,O1023,226.5,2026-08-17,Consumer
C024,O1024,232.0,2026-08-17,Enterprise
C025,O1025,237.5,2026-08-17,SMB
C026,O1026,243.0,2026-08-17,Consumer
C027,O1027,248.5,2026-08-17,Enterprise
C028,O1028,254.0,2026-08-17,SMB
C029,O1029,259.5,2026-08-17,Consumer
C030,O1030,265.0,2026-08-17,Enterprise
C031,O1031,270.5,2026-08-17,SMB
C032,O1032,276.0,2026-08-17,Consumer
C033,O1033,281.5,2026-08-17,Enterprise
C034,O1034,287.0,2026-08-17,SMB
C035,O1035,292.5,2026-08-17,Consumer
C036,O1036,298.0,2026-08-17,Enterprise
C037,O1037,303.5,2026-08-17,SMB
C038,O1038,309.0,2026-08-17,Consumer
C039,O1039,314.5,2026-08-17,Enterprise
C040,O1040,320.0,2026-08-17,SMB
C041,O1041,325.5,2026-08-17,Consumer
C042,O1042,331.0,2026-08-17,Enterprise
C043,O1043,336.5,2026-08-17,SMB
C044,O1044,342.0,2026-08-17,Consumer
C045,O1045,347.5,2026-08-17,Enterprise
C046,O1046,353.0,2026-08-17,SMB
C047,O1047,358.5,2026-08-17,Consumer
C048,O1048,364.0,2026-08-17,Enterprise
C049,O1049,369.5,2026-08-17,SMB
C050,O1050,375.0,2026-08-17,Consumer
C051,O1051,380.5,2026-08-17,Enterprise
C052,O1052,386.0,2026-08-17,SMB
C053,O1053,391.5,2026-08-17,Consumer
C054,O1054,397.0,2026-08-17,Enterprise
C055,O1055,402.5,2026-08-17,SMB
C056,O1056,408.0,2026-08-17,Consumer
C057,O1057,413.5,2026-08-17,Enterprise
C058,O1058,419.0,2026-08-17,SMB
C059,O1059,424.5,2026-08-17,Consumer
C060,O1060,430.0,2026-08-17,Enterprise
C061,O1061,435.5,2026-08-17,SMB
C062,O1062,441.0,2026-08-17,Consumer
C063,O1063,446.5,2026-08-17,Enterprise
C064,O1064,452.0,2026-08-17,SMB
C065,O1065,457.5,2026-08-17,Consumer
C066,O1066,463.0,2026-08-17,Enterprise
C067,O1067,468.5,2026-08-17,SMB
C068,O1068,474.0,2026-08-17,Consumer
C069,O1069,479.5,2026-08-17,Enterprise
C070,O1070,485.0,2026-08-17,SMB
C071,O1071,490.5,2026-08-17,Consumer
C072,O1072,496.0,2026-08-17,Enterprise
C073,O1073,501.5,2026-08-17,SMB
C074,O1074,507.0,2026-08-17,Consumer
C075,O1075,512.5,2026-08-17,Enterprise
C076,O1076,518.0,2026-08-17,SMB
C077,O1077,523.5,2026-08-17,Consumer
C078,O1078,529.0,2026-08-17,Enterprise
C079,O1079,534.5,2026-08-17,SMB
C080,O1080,540.0,2026-08-17,Consumer
C081,O1081,545.5,2026-08-17,Enterprise
C082,O1082,551.0,2026-08-17,SMB
C083,O1083,556.5,2026-08-17,Consumer
C084,O1084,562.0,2026-08-17,Enterprise
C085,O1085,567.5,2026-08-17,SMB
C086,O1086,573.0,2026-08-17,Consumer
C087,O1087,578.5,2026-08-17,Enterprise
C088,O1088,584.0,2026-08-17,SMB
C089,O1089,589.5,2026-08-17,Consumer
C090,O1090,595.0,2026-08-17,Enterprise
C091,O1091,600.5,2026-08-17,SMB
C092,O1092,606.0,2026-08-17,Consumer
C093,O1093,611.5,2026-08-17,Enterprise
C094,O1094,617.0,2026-08-17,SMB
C095,O1095,622.5,2026-08-17,Consumer
C096,O1096,628.0,2026-08-17,Enterprise
C097,O1097,633.5,2026-08-17,SMB
C098,O1098,639.0,2026-08-17,Consumer
C099,O1099,644.5,2026-08-17,Enterprise
C100,O1100,650.0,2026-08-17,SMB
C101,O1101,655.5,2026-08-17,Consumer
C102,O1102,661.0,2026-08-17,Enterprise
C103,O1103,666.5,2026-08-17,SMB
C104,O1104,672.0,2026-08-17,Consumer
C105,O1105,677.5,2026-08-17,Enterprise
